PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,PAYMENTS,PURCHASES,BALANCE
0.666667,0.416667,0.333333,0.0,0.03714851485368704,0.03076902998945546,0.009207602541332347
1.0,0.583333,1.0,0.0,0.01089148558765652,0.021320945514000225,0.03571864768283239
0.583333,0.0,0.5,0.0,0.023792913772543892,0.04710033142623397,0.01175035382402847
0.0,0.0,0.0,0.16666666666666666,0.013558194466022414,0.0,0.0937674710171305
0.166667,0.0,0.166667,0.0,0.03883651335704942,0.01009388948557257,0.0028846731764787413
0.0,0.0,0.0,0.22222199999999998,0.018383114870321883,0.0,0.13982095669843198
1.0,0.916667,1.0,0.3333333333333333,0.03723780804268655,0.13711906527728526,0.4466110576364992
0.25,0.25,0.0,0.0,0.0,0.02394780378376075,0.0768951308832991
1.0,0.0,1.0,0.0,0.07028536111014873,0.11380299623344986,0.1110194454731731
0.0,0.0,0.0,0.11111133333333334,0.02100543663989562,0.0,0.1510463432767251
0.0,0.0,0.0,0.22222199999999998,0.060459869642108977,0.0,0.7469417588483902
0.916667,0.916667,0.0,0.0,0.22926607819144823,0.2541302870314728,0.12565773916208905
0.0,0.0,0.0,0.08333333333333333,0.007607306577794061,0.0,0.0030170027287770786
0.833333,0.166667,0.583333,0.0,0.01980136765463872,0.03991266644466907,0.22295983819171455
0.083333,0.083333,0.0,0.3333333333333333,0.0513797944453492,0.003071805074962933,0.5864177270366928
0.0,0.0,0.0,0.05555533333333333,0.0,0.0,0.003644648427113057
0.25,0.25,0.0,0.05555533333333333,0.0,0.01849526820891782,0.006125783763661278
0.833333,0.25,0.833333,0.0,0.03757839711571085,0.025920292531113137,0.24354431541772073
0.583333,0.0,0.5,0.0,0.006304289263988118,0.005110159000170679,0.0012752608990101264
0.083333,0.083333,0.0,0.44444466666666665,0.21025920287675118,0.01623851922029496,0.49120371731412754
0.916667,0.0,0.916667,0.0,0.010924691181981236,0.00897234620939784,0.01213607695348303
0.5,0.166667,0.25,0.0,0.020125271963260655,0.027133598438974893,0.08205755254453183
1.0,0.5,1.0,0.0,0.020017394716036554,0.11198691179388401,0.13101141658657345
0.916667,0.333333,0.916667,0.16666666666666666,0.019170536498284305,0.01830888810811351,0.03708069900217121
1.0,0.75,1.0,0.0,0.45382300171751133,0.448819596093522,1.0
1.0,1.0,0.0,0.05555533333333333,0.020923924157883696,0.014694256087482009,0.11737053343164879
0.333333,0.25,0.166667,0.0,0.009703983132878154,0.0040183876000544055,0.049736066721136125
0.0,0.0,0.0,0.11111133333333334,0.030890399751905044,0.0,0.04012165082938934
0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.2808263212574136
0.666667,0.416667,0.583333,0.0,0.0634764841191348,0.042506082333103656,0.556550472843905
1.0,1.0,1.0,0.0,0.08707183598425423,0.1178509517926034,0.11361986104248566
0.083333,0.083333,0.0,0.0,0.01377826610550453,0.020901488328710877,0.1605512948071518
0.833333,0.0,0.833333,0.0,0.014721395679623514,0.014064152683231114,0.0010163534198429946
0.083333,0.083333,0.0,0.05555533333333333,0.024361079115727186,0.000584222088407382,0.013905879756409232
0.5,0.25,0.416667,0.0,0.03854774788668562,0.01926933698643769,0.05819537186626447
0.833333,0.083333,0.833333,0.05555533333333333,0.0365769154232401,0.021191050410923264,0.04760631873488821
0.583333,0.0,0.5,0.11111133333333334,0.0726636994001352,0.08278885805891038,0.40327538529447116
1.0,1.0,1.0,0.0,0.04444388986024324,0.08310370584407653,0.08002417527964467
1.0,0.0,1.0,0.0,0.016479012375634906,0.017745669466514492,0.002583936247954287
1.0,0.75,1.0,0.5,0.23101272210111484,0.19968017664102683,0.7180055728166692
1.0,0.5,1.0,0.0,0.05074226133594686,0.050227194080209106,0.005590253658270919
0.333333,0.0,0.25,0.0,0.06120238244940792,0.03791509591132222,0.006288926776574376
1.0,1.0,0.5,0.5,0.0,0.07113622733641424,0.30652013766579456
0.0,0.0,0.0,0.11111133333333334,0.00716608488005387,0.0,0.09108320031044295
1.0,1.0,0.666667,0.0,0.2833787962781694,0.14851904288720313,0.14523594796550177
0.083333,0.083333,0.0,0.05555533333333333,0.0086631354781419,0.006015550299482642,0.054947371553442086
0.0,0.0,0.0,0.27777799999999997,0.015354992429385449,0.0,0.1437456157437107
0.0,0.0,0.0,0.05555533333333333,0.019896599392356572,0.0,0.21082754580345817
1.0,0.083333,1.0,0.0,0.021901694339563967,0.013218305136036064,0.045768137130017296
0.25,0.083333,0.166667,0.0,0.008333980396428216,0.011362049055487234,0.08454699827589765
1.0,0.0,0.833333,0.0,0.007237747945863703,0.00958368925339272,0.006017590883926226
0.0,0.0,0.0,0.05555533333333333,0.026544286460316167,0.0,0.30460248559993675
1.0,0.0,1.0,0.0,0.057491843117105555,0.00268436285228439,0.043223123300112146
0.916667,0.666667,0.75,0.05555533333333333,0.09377987509235967,0.10355188677225352,0.03128041846270114
1.0,0.0,1.0,0.0,0.023712078242342637,0.018854162057293733,0.05924047443364295
0.666667,0.416667,0.333333,0.0,0.035389584532844784,0.04028175614101021,0.018349974238700283
0.0,0.0,0.0,0.148148,0.0713951216942485,0.0,0.04415259981178229
1.0,1.0,0.833333,0.38888866666666666,0.2108277428343728,0.2084306611987014,0.051249010499244095
0.25,0.0,0.166667,0.0,0.005755920660440243,0.006117508779134891,0.001213617593926702
0.0,0.0,0.0,0.190476,0.028070720899358175,0.0,0.11488296732741939
1.0,1.0,1.0,0.11111133333333334,0.09147038764759029,0.11653854224251967,0.6286784608681648
0.0,0.0,0.0,0.11111133333333334,0.009277449175926466,0.0,0.08446358865331914
0.833333,0.833333,0.0,0.16666666666666666,0.0,0.015632478017241994,0.09835176429026625
0.0,0.0,0.0,0.38888866666666666,0.047939815299597344,0.0,0.15403135710839463
1.0,0.416667,0.916667,0.0,0.055484008758690216,0.07210095847088382,0.01768615582661601
0.416667,0.0,0.416667,0.0,0.016390989910512743,0.005222517244747456,0.0019028539799691507
1.0,0.333333,1.0,0.0,0.03324422379432556,0.055006191938469284,0.04743429278498093
0.083333,0.0,0.083333,0.0,0.0,0.0004690090064003416,0.0
0.25,0.0,0.166667,0.5,0.34111447918821275,0.0023858284238626073,0.15130140322835522
0.083333,0.083333,0.083333,0.0,0.0,0.004013289676071793,0.0002870324648837718
0.666667,0.416667,0.416667,0.0,0.008706136172433897,0.013330663380612841,0.006167191591342389
0.833333,0.0,0.75,0.0,0.05151191021870777,0.04096793670906984,0.008849523857058991
0.166667,0.0,0.166667,0.16666666666666666,0.023383834352434442,0.003013484824601847,0.08958682801287143
1.0,0.333333,0.916667,0.0,0.011430054280652253,0.010533126615914453,0.04592642353803259
0.416667,0.416667,0.0,0.05555533333333333,0.0,0.01977097270632675,0.04521319866928491
0.333333,0.333333,0.0,0.05555533333333333,0.005471496900637963,0.006350993697538539,0.05074015183766011
0.25,0.25,0.0,0.0,0.0050154878593440255,0.005717831538898078,0.0020277983000718137
0.083333,0.083333,0.0,0.0,0.0,0.0013487067688399388,0.009960961183070865
0.083333,0.083333,0.0,0.05555533333333333,0.03248881270494452,0.0016150223176916111,0.002122405131520505
0.5,0.0,0.5,0.0,0.02725214318337712,0.029635659529641062,0.2868695751379336
0.5,0.5,0.0,0.0,0.021901389064580383,0.015427133639222367,0.20920520493235337
0.916667,0.166667,0.833333,0.0,0.02785007770719109,0.07152081472166252,0.29348346410393394
0.75,0.083333,0.666667,0.0,0.04776894249726848,0.06451300449820421,0.014764917931679432
1.0,1.0,0.583333,0.0,0.020574305419919406,0.027389922056820646,0.006839814644503644
0.166667,0.166667,0.0,0.0,0.010680336932480439,0.017801950547282532,0.10364966666503109
0.166667,0.0,0.166667,0.5,0.05868479525477348,0.0009696251414928801,0.2992437332767063
0.166667,0.166667,0.0,0.0,0.02389626916857583,0.007544927494266366,0.002263487127617686
0.5,0.166667,0.416667,0.22222199999999998,0.024641139399043,0.00827393062377994,0.029750665638175144
0.833333,0.0,0.833333,0.0,0.007427986703896745,0.005335283323242843,0.0012879837492502078
0.333333,0.166667,0.166667,0.05555533333333333,0.0930749674549739,0.04056479288052485,0.4384857854019627
1.0,0.666667,1.0,0.0,0.1857933733545288,0.22121931330148287,0.23944473331606111
0.083333,0.0,0.083333,0.0,0.002565130697707576,0.0008847956864222097,0.0001405823935778788
0.166667,0.166667,0.0,0.27777799999999997,0.0510905997682951,0.01315916921783776,0.08248022462532564
0.333333,0.333333,0.083333,0.16666666666666666,0.03827847746919679,0.020128643052946836,0.37818014936504246
0.833333,0.583333,0.666667,0.27777799999999997,0.03269942831183004,0.029856297679608533,0.3396438561123404
0.25,0.083333,0.166667,0.0,0.024844774965587676,0.018903102127526814,0.003365039265880341
0.916667,0.916667,0.166667,0.5,0.03784649696412191,0.008026579352143586,0.2959523012051224
0.5,0.5,0.083333,0.0,0.020404221947818046,0.019688182420849125,0.19274690190564892
0.0,0.0,0.0,0.05555533333333333,0.08958008538021589,0.0,0.12909511996955192
0.75,0.75,0.0,0.0,0.018684314243604568,0.006859970427962563,0.04032974572863687
0.25,0.0,0.166667,0.0,0.010823170866349836,0.011011515802442803,0.003972427064039595
0.166667,0.0,0.083333,0.0,0.0,0.0007341010534961869,0.0001277758911606638
1.0,0.166667,0.916667,0.05555533333333333,0.010702307603016442,0.017914512708818612,0.05890472793997252
0.333333,0.083333,0.166667,0.0,0.0026558929880634314,0.0029417060549266644,0.0003974182079364128
0.5,0.333333,0.25,0.5555553333333333,0.05510602980914082,0.010070439035252553,0.1078310485180863
1.0,0.916667,1.0,0.05555533333333333,0.11363364287065282,0.09157278499791087,0.12720129774658323
1.0,0.75,1.0,0.0,0.23647609169606904,0.22815493692134742,0.4751119073934838
1.0,1.0,0.083333,0.0,0.019148377643188864,0.037300490195978475,0.16075154635644265
0.142857,0.142857,0.0,0.0,0.0013635915083379374,0.0015495649737548678,0.002186739799681424
1.0,0.916667,0.75,0.0,0.029731316044066106,0.03719771604848901,0.28522729858244544
0.333333,0.333333,0.0,0.0,0.21759471428834015,0.19015705072454753,0.34508408465836427
0.083333,0.083333,0.0,0.0,0.002479603526327153,0.0020391695930449634,0.0014945870876444435
1.0,0.416667,0.833333,0.0,0.047012466651961106,0.02919866548585153,0.21942943920899563
0.833333,0.416667,0.75,0.0,0.043136172407872576,0.046093593398147656,0.15853581474964598
0.0,0.0,0.0,0.074074,0.021067626205165463,0.0,5.490607531450951e-05
0.75,0.666667,0.583333,0.0,0.19115471904053558,0.21228754656698662,0.14301052362872688
0.75,0.25,0.583333,0.0,0.00996258970609096,0.020202053158296453,0.056240700167441315
1.0,0.0,1.0,0.0,0.0577449567910271,0.06188716581324021,0.014682910336393627
0.916667,0.916667,0.0,0.05555533333333333,0.023963303485688908,0.021183097649510384,0.06595035881522253
0.083333,0.083333,0.0,0.0,0.01070052104249027,0.0009308809192250259,0.11709505132120406
0.833333,0.666667,0.75,0.05555533333333333,0.03627513948953247,0.05387445281432933,0.12411237094942403
1.0,1.0,0.0,0.0,0.0,0.02425633014318845,0.21080497063820136
0.5,0.0,0.416667,0.16666666666666666,0.03895734217738383,0.006117508779134891,0.4003134710689203
0.333333,0.083333,0.25,0.05555533333333333,0.04959310279130606,0.002583423957428664,0.17967479001528625
0.5,0.0,0.416667,0.11111133333333334,0.008075370925035186,0.005038584147454801,0.00256778108534647
0.583333,0.166667,0.333333,0.0,0.01157249368741648,0.006139939644658386,0.0984457621359659
0.25,0.25,0.0,0.16666666666666666,0.0,0.022679644213846085,0.1688540479747473
0.5,0.083333,0.333333,0.0,0.07440096789393266,0.04914541461109876,0.012457788785841825
1.0,1.0,0.916667,0.0,0.11485472681570248,0.10909944765013233,0.06684440613553988
0.090909,0.090909,0.0,0.0,0.0084006329226567,0.012847380187061183,0.02932692524608717
1.0,0.666667,1.0,0.0,0.07047271424673886,0.06519714589667079,0.14778066215992497
0.25,0.0,0.166667,0.0,0.0025750966128684607,0.0027120955587498015,0.00042330270163197303
1.0,0.583333,0.75,0.0,0.02081633534859616,0.03356799417286897,0.022888146332954058
1.0,0.0,1.0,0.0,0.0014963341561073777,0.0016244024978196178,0.00033557404310563397
1.0,0.0,1.0,0.27777799999999997,0.21675020882117987,0.006523711362069448,0.5047600262800378
1.0,1.0,0.5,0.0,0.05240100300568181,0.07499086961814715,0.4168724135986122
0.25,0.25,0.0,0.22222199999999998,0.05981026730760817,0.021240602232034257,0.1231140698584509
1.0,0.0,1.0,0.0,0.03650528904799759,0.013783970781146737,0.05232762534706884
0.416667,0.0,0.416667,0.0,0.004346556042835731,0.003938452152007043,0.001024413435765076
1.0,1.0,0.0,0.0,0.02856855355974747,0.034731748259619735,0.00974840950797556
0.0,0.0,0.0,0.11111133333333334,0.026622222311914658,0.0,0.2801693065557362
0.363636,0.0,0.272727,0.0,0.00946168107099303,0.0047749195190740865,0.0011652114450612914
0.083333,0.083333,0.0,0.0,0.0015169821326771228,0.0006052255352157452,0.0003083404020560779
0.833333,0.75,0.416667,0.16666666666666666,0.015819439354819373,0.02697148445632782,0.05511152836982771
1.0,0.0,1.0,0.0,0.031217771664160572,0.032787400052651364,0.29250378604607497
0.0,0.0,0.0,0.11111133333333334,0.04272314253153183,0.0,0.08762168199021916
0.166667,0.166667,0.0,0.0,0.07537922771034668,0.06490676814662119,0.11681850336754573
1.0,0.833333,1.0,0.05555533333333333,0.026623241209560715,0.06146526162443921,0.15248438038986784
1.0,0.833333,0.75,0.05555533333333333,0.07476309500030363,0.14933613814313626,0.1072029192860108
1.0,0.5,0.833333,0.3333333333333333,0.09381052821795864,0.1740133528903292,0.40726997719224706
0.5,0.083333,0.5,0.0,0.0426082402137381,0.00833877621683877,0.03225640285421523
1.0,0.083333,1.0,0.0,0.11088150358463805,0.0815651523861241,0.4252100937819359
1.0,0.5,1.0,0.0,0.022021595564787125,0.06077663405286792,0.05683570838860714
0.916667,0.916667,0.0,0.0,0.01415176206313537,0.011434235659081025,0.14360364555368757
0.166667,0.166667,0.0,0.0,0.0124996355193347,0.011621227510763247,0.004238209250313831
0.916667,0.75,0.25,0.05555533333333333,0.22079255944694437,0.1261587326316279,0.1341441286556495
1.0,0.916667,1.0,0.05555533333333333,0.08511563436263037,0.09279873375724952,0.02814384925632763
0.166667,0.166667,0.0,0.27777799999999997,0.019528695581903028,0.0030750677463118052,0.20507995290246947
1.0,0.5,0.75,0.0,0.02524519170529243,0.02824453803326579,0.008206543186544981
1.0,1.0,1.0,0.0,0.5254646069956737,0.6635412994037264,0.269457661500101
0.916667,0.083333,0.916667,0.22222199999999998,0.23669077883214334,0.008365489338507658,0.276517638960035
0.083333,0.083333,0.0,0.0,0.005806366030537952,0.00097778181986506,0.00013464781511309868
0.25,0.25,0.0,0.05555533333333333,0.009533582852218855,0.00258097695391701,0.09836007710065206
0.083333,0.083333,0.0,0.0,0.0,0.007766993062948962,0.0016869592635049338
0.75,0.0,0.666667,0.0,0.11561058454028621,0.00844216211520615,0.07737673096046623
1.0,0.166667,1.0,0.05555533333333333,0.01695198738367497,0.040987308820203766,0.07902200812427425
0.5,0.416667,0.333333,0.0,0.09437122818404892,0.0957012877559897,0.40146262670474425
1.0,0.0,1.0,0.05555533333333333,0.016354125136926988,0.01017464060145715,0.05930417280963165
0.583333,0.083333,0.416667,0.0,0.011205054689867414,0.0045718182276068085,0.03512848918744621
1.0,0.25,1.0,0.0,0.05745927800089481,0.058250306844044517,0.1208931163708342
0.0,0.0,0.0,0.05555533333333333,0.05433353037883236,0.0,0.014320723295729674
0.0,0.0,0.0,0.44444466666666665,0.11850058905690489,0.0,0.22299003977840093
0.0,0.0,0.0,0.05555533333333333,0.017186274202845,0.0,0.12711986143317755
0.583333,0.583333,0.083333,0.16666666666666666,0.011437730357419105,0.008353050403990083,0.15414081858153536
0.5,0.5,0.0,0.0,0.02019395972176473,0.017197132845985397,0.0043663119258425444
0.0,0.0,0.0,0.11111133333333334,0.02687158788961727,0.0,0.2872347587959787
1.0,1.0,0.666667,0.0,0.03917152915064115,0.0456058240314913,0.01471092152784294
0.416667,0.25,0.166667,0.11111133333333334,0.029880717806357152,0.00947214667665316,0.3040953888853078
0.166667,0.166667,0.0,0.0,0.016877627058421264,0.036276827060269905,0.18934452609475738
0.0,0.0,0.0,0.38888866666666666,0.02085266811881347,0.0,0.20964306237763364
1.0,0.0,0.916667,0.0,0.007314379478352858,0.009305954354819996,0.00219676309491706
0.75,0.25,0.75,0.0,0.15661155163029916,0.11742986327163962,0.03335009258053731
0.166667,0.166667,0.0,0.16666666666666666,0.04458709351910405,0.005015949364972001,0.07988011509800201
0.0,0.0,0.0,0.05555533333333333,0.035214719635123855,0.0,0.29129088020457067
1.0,1.0,0.0,0.0,0.03194293955286248,0.014965465643356986,0.13144404768748372
0.666667,0.666667,0.0,0.05555533333333333,0.03122776989304518,0.03346420044058298,0.010053527174461731
0.25,0.25,0.0,0.11111133333333334,0.02245712308757683,0.013758888995152284,0.1901840932674493
1.0,0.25,1.0,0.0,0.14977417576850613,0.05510794650116222,0.14506429312038782
0.0,0.0,0.0,0.05555533333333333,0.15811447478928778,0.0,0.22783045180972522
0.583333,0.5,0.25,0.0,0.008903526259173662,0.03220154662856954,0.020420684320221635
0.0,0.0,0.0,0.27777799999999997,0.038118244576512715,0.0,0.4863332090358955
